"Definition","is_misogyny"
"the appearance of one's face when they are too drunk or on too much drugs characterized by almost-closed eyes, open mouth, and slack cheeks. also the state of being too messed up on drugs. someone who is meltyface will have trouble speaking, walking, or basically functioning.",0
"the best place to work for people who love ridiculous customers, ridiculously amazing coworkers, ridiculously weird events such as olympics and bowlathons, and overall ridiculousness. \r\nalso, the best place to go when in need of ridiculously cheap food or chicken on sticks.",0
"the greatest and toughest sport in the world. motocross is a sport for real men and thin lean sexy women. a sport that is done by BRAVE people as it is very dangerous. while real men and the nice ladies race motocross other little boys play soccer,hockey or even.....baseball!",0
"the hottest fuking dude EVER!!!! wont ever take your shyet\n\nand has the best bod ever, cute, funny, smart, gorgeous eyes, and a fuking HUGE COCK!!!! the most bad ass dude you will ever meetever and loves music, girls, sports, gIrLs, sex, GIRLS, GIRLS, GIRLS, AND GIRLS!!!!!!",0
"the word has two meanings. \r\n\r\n1. Lirker refers to someone who is exploring their sexuality in new and interesting ways most people wouldn't think of. \r\n\r\n2. It can also be used as a verb, meaning that someone intentionally changes the way they act in an extreme way. ",0
"they are a big pile of queers..especially JD he loves 2 grab stella's extremely hairy arms...having a resemblence of the abominable snowman...also the basketball team is full of jocks who love to play limp bizkit, ookie cookie and other various games relating to homosexuality",0
"to be a gay, lesbian, bi or queer person who hides their true sexual orientation from the public and those around them. often for fear of persecution, rejection, others' reactions, but not always for negative reasons. some would just as soon not come out or see no reason to. ",0
"two people use rubberbands and hit the other person with them. first person to quit loses.\r\nRULES: 1. must take turns\n\n2. no re-do's\n\n3. the rubberband must NOT be broken and has to be\n\nturned inside out so it looks like an A\r\nFOUNDED BY RORY BRADLEY AND BRETT BAKER",0
"usually followed by the term LOLOLOL when laughing at someone who's cat died tragically of a sexual disease (ie. aids). To avoid anger from the affected person, the 'laughter' generally covers up by typing LOLOLOL abroad on a foreign computer (for example, a Spanish keyboard)",0
"verb. One who disappears at random times. Spontaneously busts a move to loud techno music.\r\ntendedncy to get low and speak loudly in japanese while on the phone. Has very asian haircut and likes to wear chains on his pants, along with pointy shoes. nickname ninja and dashi ",0
"when oneself is either unable to form relationships with the opposite sex or is rejected to the point they just want to be single to stay happy. Many people who are chronically single are either agressive gamers, drug or alcohol abusers, or loners but is not limited to those.",0
"ya mam is what people commonly known in great britan as 'chavs' say .If a individuale ever says this to you they are impling they want to have sexual intercourse or any other form of sexual activity with your mother.and is mostly a certain type of peoples (chavs) social word.",1
"‰ÛÏBootslapping: to express political displeasure by throwing footwear.‰Û\r\n\r\nSource:  Macintyre, Ben. ""Who Puts the Boot Into the Shoe Throwers?""  The Times Online,  February 5, 2009.\r\nhttp://www.timesonline.co.uk/tol/comment/columnists/ben_macintyre/article5663234.ece",0
" 1. The cutest girl ever.  From head to toe, inside and out she is 100% cute.  \r\n 2. A very small girl with very expressive eyes who makes cute noises and hums all the time.  \r\n 3. The prettiest most beautiful girl in the whole wide world.  \r\n 4. Most likely to be found somewhere in VT or the northeast, but with hopes to travel the world.  \r\n 5. A girl who is in love with macs.  Don't even try to argue PC's are better with her.  \r\n 6. A super polite and very chill girl.  \r\n 7. Pretty much perfect, need I say more? ",0
" the real definition, as there has been somewhat of a war going on between preps and goths/punks  \r\nsomone who dislikes the ""prep"" fashion(abercrombie,gap,american eagle, etc.)\r\nand prefers to wear darker colors. while somewhat unoriginal, they like what they wear, and they have a right to form cliques of their own, as their preffered style of dress has kept them out of many others. more often than not, when questioned they will tell you that the way they dress reflects their state of mind or kind of music they listen to. ",0
"""Fat"" is a term that is being used more and more often now days.\r\nThis word is being thrown around lightly. Fat, or Obese, means to be over sized, or enlarged.\r\nHollywood portrays that any woman over 100 pounds is ""fat"". \r\nGenetics, Stress levels, Work habits, etc can effect a persons weight.\r\nNot all ""Fat"" people can help how big they are. Sure they can increase exercize habits, and eat healthier, but that does not always mean they will get thin.\r\n&& anybody who uses this word as an insult, is a hateful human being.",0
"""UMAT"" is the Undergraduate Medicine and Health Science Admission Test. It is ""a test of general reasoning ability designed to provide a measure of your aptitude for the study of medicine and the health professions.""\r\n\r\nA 2.5 hour test held at a predetermined location, the UMAT is basically a large gathering of people (who regard themselves as) of above average intelligence who want to be a doctor, or whose parents want them to be doctors. \r\n\r\nOverrepresentation of the Indian, Sri Lankan and general Asian populations. ",0
"(1) A Government-funded amateur flying club (2) An organization composed of prima dona aeronautical wannabes who were unable to find employment in the private sector. (3) A civilianized baby sister of Marine and Army Aviation whose song was written by the ""Army Air Corps wives"" (you read that right)(4) A misleading service with illusionary airmen who think they are on the same level of honor as the Marines as they drive from their air conditioned quarters to in their air conditioned cars to their air conditioned work stations.",0
"(n) A man whose name might be mistaked for German. He is far from German, mostly Spanish, maybe Dominican, Puerto Rican, Cuban. A Germin will pwn in everything they do, and you if you fuck them over, then you'll hear their common phrase, and punch line, ""Thats dumb dirty"" But a Germin is so incredible, that you cannot succeed in messing with them, anyway. You see a Germin everywhere on tv: Superman, Hulk, or another protagonist character. He resembles a superhero and is always there for the victim! A Germin can't let you down!",0
